,Disease Name,Sentence,Spacy Tokens Target,BERT Tokens Target
4551,,Drug treatment of combined hyperlipidemia,[0 0 0 0 0],[0 0 0 0 0 0 0 0]
4552,lung cancer,Asbestosis as a precursor of asbestos related lung cancer: results of a prospective mortality study.,[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0]
4553,,Methanobrevibacter smithii Is the Predominant Methanogen in Patients with Constipation-Predominant IBS and Methane on Breath,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4554,,How much physical activity is good for health?,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
4555,hodgkin lymphomas,Multimodality imaging of Hodgkin disease and non-Hodgkin lymphomas in children,[0 0 0 0 0 0 0 0 1 1 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0]
4556,,Laryngeal cancer,[0 0],[0 0 0 0 0]
4557,,A challenge to the undefeated nasolabial folds,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
4558,cancer liver cancer,Cancer stem cells in the development of liver cancer,[1 0 0 0 0 0 0 1 1],[1 0 0 0 0 0 0 1 1]
4559,,Compounding pharmacy conundrum:“we cannot live without them but we cannot live with them” according to the present paradigm,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4560,,Splenic flexure volvulus in a child with chronic idiopathic intestinal pseudo-obstruction syndrome,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4561,functional neurological disorder,Diagnosis and management of functional neurological disorder,[0 0 0 0 1 1 1],[0 0 0 0 1 1 1]
4562,post - traumatic stress disorder,Psychoneuroendocrinology of post-traumatic stress disorder,[0 0 1 1 1 1 1],[0 0 0 0 0 0 0 0 1 1 1 1 1]
4563,,"Lipoedema: Poor knowledge, neglect or disinterest",[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4564,,What is cognitive reserve? Theory and research application of the reserve concept,[0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4565,osteoporosis,The worldwide problem of osteoporosis: insights afforded by epidemiology,[0 0 0 0 1 0 0 0 0 0],[0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0]
4566,,An osteopathic approach to diagnosis and treatment,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
4567,,Central sleep apnea,[0 0 0],[0 0 0 0]
4568,,Neurotransmitters of the suprachiasmatic nuclei,[0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4569,,Materials for immunotherapy,[0 0 0],[0 0 0 0 0 0 0]
4570,,Oral Thrush,[0 0],[0 0 0]
4571,,Airborne microorganism disinfection by photocatalytic HEPA filter,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4572,,Nitric oxide and vasodilation in human limbs,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
4573,chronic obstructive pulmonary disease,Prognosis in chronic obstructive pulmonary disease,[0 0 1 1 1 1],[0 0 0 0 1 1 1 1 1 1 1]
4574,asthma asthma,The national asthma campaign Manchester asthma and allergy study,[0 0 1 0 0 1 0 0 0],[0 0 1 0 0 1 0 0 0 0]
4575,,"Earwax impaction: Symptoms, predisposing factors and perception among Nigerians",[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4576,,The evolution of the ophthalmoscope,[0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
4577,,Measles outbreaks in a population with declining vaccine uptake,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4578,,The definition of acute perinatal asphyxia,[0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
4579,rhabdomyosarcoma,Classification of rhabdomyosarcoma and its molecular basis,[0 0 1 0 0 0 0],[0 0 1 1 1 1 1 1 1 0 0 0 0]
4580,neuroendocrine tumours,Role of biomarker tests for diagnosis of neuroendocrine tumours,[0 0 0 0 0 0 0 1 1],[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1]
4581,,Time is brain (stem) in basilar artery occlusion,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4582,carcinoid tumours and carcinoid syndromes,The spectrum of carcinoid tumours and carcinoid syndromes,[0 0 0 1 1 1 1 1],[0 0 0 1 1 1 1 1 1 1 1 1 1 1 1]
4583,migraine,Prevalence and burden of migraine in the United States: data from the American Migraine Study II,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
4584,lupus,2019 update of the EULAR recommendations for the management of systemic lupus erythematosus,[0 0 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0]
4585,arthritis,The prevalence and burden of arthritis,[0 0 0 0 0 1],[0 0 0 0 0 1]
4586,,Coronary-artery bypass surgery in patients with ischemic cardiomyopathy,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4587,,National Institute on Aging–Alzheimer's Association guidelines for the neuropathologic assessment of Alzheimer's disease: a practical approach,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4588,,A case–control study of non‐Hodgkin lymphoma and exposure to pesticides,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4589,heart failure,The natural history of congestive heart failure: the Framingham study,[0 0 0 0 0 1 1 0 0 0 0],[0 0 0 0 0 0 0 1 1 0 0 0 0 0]
4590,allergic rhinitis,Allergic rhinitis,[1 1],[1 1 1 1]
4591,,Clostridium difficile infection,[0 0 0],[0 0 0 0 0 0 0 0 0]
4592,malnutrition,Levels and trends in child malnutrition: key findings of the 2019 Edition of the Joint Child Malnutrition Estimates,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4593,skin cancer skin cancer,Health system costs of skin cancer and cost-effectiveness of skin cancer prevention and screening: a systematic review,[0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0]
4594,,Gas embolism,[0 0],[0 0 0 0]
4595,,Prostatitis.,[0 0],[0 0 0 0 0]
4596,food poisoning,Environmental temperatures and the incidence of food poisoning in England and Wales,[0 0 0 0 0 0 1 1 0 0 0 0],[0 0 0 0 0 0 1 1 0 0 0 0]
4597,,Decibel levels and noise generators on four medical/surgical nursing units,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4598,chronic lymphocytic leukaemia,The immunodeficiency of chronic lymphocytic leukaemia,[0 0 0 1 1 1],[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1]
4599,,Characterization of the proteins purified with monoclonal antibodies to glutamic acid decarboxylase,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4600,,Paranasal sinus cancer,[0 0 0],[0 0 0 0 0]
4601,anorexia nervosa,"Anorexia nervosa: aetiology, assessment, and treatment",[1 1 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0]
4602,,Atherosclerosis: the new view,[0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
4603,,First report of family infestation with pubic louse (Pthirus pubis; Insecta: Anoplura: Pthiridae) in Iran - a case report.,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
4604,,Rheumatology,[0],[0 0 0 0]
4605,,Factors affecting outcomes in Crohn's disease over 15 years,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4606,,Spinous process strength,[0 0 0],[0 0 0 0]
4607,,The role of the podiatrist in managing the diabetic foot ulcer: podiatry,[0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4608,,Diagnostic dilatation and curettage: is it used appropriately?,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4609,anorexia nervosa,The Eating Attitudes Test: An index of the symptoms of anorexia nervosa,[0 0 0 0 0 0 0 0 0 0 0 1 1],[0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1]
4610,,Somatically acquired JAK1 mutations in adult acute lymphoblastic leukemia,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4611,lupus,Novel paradigms in systemic lupus erythematosus,[0 0 0 0 1 0],[0 0 0 0 0 1 1 0 0 0 0 0]
4612,,Adhesion molecules,[0 0],[0 0 0]
4613,liver tumours,Distinguishing benign from malignant liver tumours,[0 0 0 0 1 1],[0 0 0 0 0 1 1 1 1]
4614,,Kryorhizotomy: an alternative technique for lumbar medial branch rhizotomy in lumbar facet syndrome,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4615,depression,Beyond depression: a new approach to understanding and management,[0 1 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0]
4616,,Otitis media.,[0 0 0],[0 0 0 0]
4617,pelvic inflammatory disease,The challenge of pelvic inflammatory disease,[0 0 0 1 1 1],[0 0 0 1 1 1 1 1]
4618,common cold,Treatment of the common cold,[0 0 0 1 1],[0 0 0 1 1]
4619,,Biomechanical impact of vertebroplasty,[0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
4620,prostate cancer,Risk of prostate cancer–specific mortality following biochemical recurrence after radical prostatectomy,[0 0 1 1 0 0 0 0 0 0 0 0 0],[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4621,,Hypnotic suggestion and cognitive neuroscience,[0 0 0 0 0],[0 0 0 0 0]
4622,lactose intolerance,Lactose intolerance: common misunderstandings,[1 1 0 0 0],[1 1 1 1 1 0 0 0 0]
4623,,Thyroid function is associated with components of the metabolic syndrome in euthyroid subjects,[0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4624,,Glutamate uptake,[0 0],[0 0 0 0 0 0]
4625,gum disease,Plasmin inhibition by bacterial serpin: Implications in gum disease,[0 0 0 0 0 0 0 0 1 1],[0 0 0 0 0 0 0 0 0 0 0 1 1]
4626,miscarriage miscarriage,"Management of miscarriage: expectant, medical, or surgical? Results of randomised controlled trial (miscarriage treatment (MIST) trial)",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0]
4627,,Brief dynamic interpersonal therapy: A clinician's guide,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
4628,,Treatment of motor and sensory detrusor instability by electrical stimulation,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
4629,,"Edema of the uvula: etiology, risk factors, diagnosis, and treatment",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4630,,Origin and physiological roles of inflammation,[0 0 0 0 0 0],[0 0 0 0 0 0]
4631,,Biology and treatment of eosinophilic esophagitis,[0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4632,norovirus norovirus,Murine norovirus: a model system to study norovirus biology and pathogenesis,[0 1 0 0 0 0 0 0 1 0 0 0],[0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0]
4633,,Treatment of Clostridium difficile Infection,[0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
4634,,ASDS guidelines of care: injectable fillers,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
4635,,The saphenous vein: derivation of its name and its relevant anatomy,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4636,,Diagnosis and assessment of dilated cardiomyopathy: a guideline protocol from the British Society of Echocardiography,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4637,gout,The global burden of gout: estimates from the Global Burden of Disease 2010 study,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
4638,,Syphilis: using modern approaches to understand an old disease,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
4639,,A practical approach to the management of nocturia,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
4640,"hand , foot and mouth disease","Hand, foot and mouth disease",[1 1 1 1 1 1],[1 1 1 1 1 1]
4641,polymyalgia rheumatica,Relapse in a population based cohort of patients with polymyalgia rheumatica.,[0 0 0 0 0 0 0 0 0 1 1 0],[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0]
4642,,'Natural'Desiccated Thyroid: A'Health-food'Thyroid Preparation,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4643,oesophageal cancer,Oesophageal cancer,[1 1],[1 1 1 1 1 1 1]
4644,ingrown toenail,Treatment of ingrown toenail with proximolateral matrix partial excision and matrix phenolization,[0 0 1 1 0 0 0 0 0 0 0 0],[0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4645,leg cramps,"Leg cramps in the elderly: prevalence, drug and disease associations",[1 1 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 0 0 0 0 0 0 0 0]
4646,,False diagnoses of venous leak impotence,[0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
4647,,The virtues in medical practice,[0 0 0 0 0],[0 0 0 0 0]
4648,,Deconstructing the hedonic treadmill: Is happiness autoregressive?,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4649,,Adolescent and young adult testicular germ cell tumors: special considerations,[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4650,,Environmental and chemical carcinogenesis,[0 0 0 0],[0 0 0 0 0 0]
4651,kidney cancer,Epidemiology and risk factors for kidney cancer,[0 0 0 0 0 1 1],[0 0 0 0 0 0 0 0 1 1]
4652,thrush,Topical treatment for vaginal candidiasis (thrush) in pregnancy,[0 0 0 0 0 0 1 0 0 0],[0 0 0 0 0 0 0 0 0 1 1 0 0 0]
4653,anxiety,Effects of stress and anxiety on the processing of threat stimuli.,[0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 0 1 0 0 0 0 0 0 0]
4654,,Prevalence of intermittent claudication and its effect on mortality,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
4655,,Continuous short-wave (radio-frequency) diathermy.,[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4656,,Side effects of androgen deprivation therapy: monitoring and minimizing toxicity,[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4657,eye cancers,Incidence of squamous-cell carcinoma of the conjunctiva and other eye cancers in the NIH-AARP Diet and Health Study,[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0]
4658,,Transdermal drug delivery: Progress and challenges,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
4659,,Creatinine: a review.,[0 0 0 0 0],[0 0 0 0 0 0 0 0]
4660,lichen planus,Oral lichen planus: I. A clinical evaluation of 115 cases,[0 1 1 0 0 0 0 0 0 0 0],[0 1 1 1 1 0 0 0 0 0 0 0 0 0]
4661,,Lymphogranuloma venereum,[0 0],[0 0 0 0 0 0 0 0 0 0]
4662,erectile dysfunction,Phosphodiesterase type 5 as a pharmacologic target in erectile dysfunction,[0 0 0 0 0 0 0 0 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1]
4663,chilblains,Chilblains,[1],[1 1 1 1]
4664,,Optical coherence tomography of macularthickness after cataract surgery,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4665,dermatitis herpetiformis,Incidence and prevalence of celiac disease and dermatitis herpetiformis in the UK over two decades: population-based study,[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
4666,hyperhidrosis,"The etiology, diagnosis, and management of hyperhidrosis: a comprehensive review: therapeutic options",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0]
4667,anxiety,On anxiety,[0 1],[0 1]
4668,,Direct numerical simulation of flow in spacer-filled channels: effect of spacer geometrical characteristics,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4669,diabetes,Diabetes epidemiology as a tool to trigger diabetes research and care,[0 0 0 0 0 0 0 1 0 0 0],[0 0 0 0 0 0 0 0 0 0 1 0 0 0]
4670,,Review and analysis of modern lumbar spinal fusion techniques,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
4671,cough,"Unani Joshandah drugs for common cold, catarrh, cough and associated fevers",[0 0 0 0 0 0 0 0 0 1 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
4672,,"The Epidemiology of Infections Caused by Escherichia coli O157: H7, Other Enterohemorrhagic E. coli, and the Associated Hemolytic Uremic Syndrome",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
4673,,Lignans and human health,[0 0 0 0],[0 0 0 0 0 0]
4674,testicular cancer,Testicular cancer variations in time and space in Europe,[1 1 0 0 0 0 0 0 0],[1 1 1 0 0 0 0 0 0 0]
4675,itching,Physiology of itching,[0 0 1],[0 0 1 1]
4676,,Epidemiology of esophageal adenocarcinoma,[0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4677,,Wood Thrush postfledging movements and habitat use in northern Virginia,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4678,deafblindness,Assistive technology to promote communication and social interaction for people with deafblindness: a systematic review,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0]
4679,,Herd immunity by infection is not an option,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0]
4680,septic shock,"Clinical sepsis and septic shock—definition, diagnosis and management principles",[0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 0 1 1 1 0 0 0 0 0 0 0]
4681,,The history of thyroidectomy,[0 0 0 0],[0 0 0 0 0 0]
4682,,Natural cell-mediated immunity,[0 0 0 0 0],[0 0 0 0 0]
4683,anorexia nervosa nervosa,Towards a functional analysis of anorexia nervosa and bulimia nervosa,[0 0 0 0 0 1 1 0 0 1],[0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1]
4684,,The potential of oxalic–and glycolic acid based polyesters (review). Towards CO2 as a feedstock (Carbon Capture and Utilization–CCU),[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4685,and baby pregnancy and,"Of sonograms and baby prams: Prenatal diagnosis, pregnancy, and consumption",[0 0 1 1 0 0 0 0 0 1 0 1 0],[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0]
4686,,Genetic algorithms,[0 0],[0 0]
4687,,"Neurobiology of the sleep-wake cycle: sleep architecture, circadian regulation, and regulatory feedback",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4688,,Biotransformations of steroids,[0 0 0],[0 0 0 0 0 0 0 0]
4689,incontinence bowel,Treatment of fecal incontinence with a comprehensive bowel management program,[0 0 0 1 0 0 0 1 0 0],[0 0 0 0 1 1 1 1 0 0 0 1 1 0 0]
4690,hypoglycaemia,Vascular disease and diabetes: is hypoglycaemia an aggravating factor?,[0 0 0 0 0 0 1 0 0 0 0],[0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0]
4691,,Late effects in survivors of teenage and young adult cancer: does age matter?,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4692,disorder obsessive compulsive disorder,A case-controlled study of repetitive thoughts and behavior in adults with autistic disorder and obsessive-compulsive disorder.,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0]
4693,,Changing patterns in the management of splenic trauma: the impact of nonoperative management,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4694,acute myeloid leukaemia,Tracing the origins of relapse in acute myeloid leukaemia to stem cells,[0 0 0 0 0 0 1 1 1 0 0 0],[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0]
4695,,Macular edema,[0 0],[0 0 0 0]
4696,osteosarcoma,Therapy for osteosarcoma: where do we go from here?,[0 0 1 0 0 0 0 0 0 0 0],[0 0 1 1 1 1 1 0 0 0 0 0 0 0 0]
4697,,Effects of leukocyte interferon on clinical symptoms and hormone levels in patients with mid-gut carcinoid tumors and carcinoid syndrome,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4698,,Epidemiology of adolescents and young adults with cancer in Europe,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4699,,Resolution of alcohol problems without treatment: Methodological issues and future directions of natural recovery research.,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4700,,Thoughts and feelings: Taking control of your moods and your life,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
4701,diarrhoea,Epidemiological methods in diarrhoea studies—an update,[0 0 0 1 0 0 0 0],[0 0 0 0 0 0 1 1 1 1 0 0 0 0]
4702,bipolar disorder,Treatment of bipolar disorder,[0 0 1 1],[0 0 1 1]
4703,erectile erectile dysfunction,Erectile physiological and pathophysiological pathways involved in erectile dysfunction,[1 0 0 0 0 0 0 1 1],[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1]
4704,gout,Gout: An old disease in new perspective–A review,[1 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0 0 0 0 0 0]
4705,,Chronic labile hypertension produced by lesions of the nucleus tractus solitarii in the cat.,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4706,,The sympathetic nervous system alterations in human hypertension,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
4707,,Single-versus double-blind reviewing: An analysis of the literature,[0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4708,endometriosis,"Rethinking mechanisms, diagnosis and management of endometriosis",[0 0 0 0 0 0 0 1],[0 0 0 0 0 0 0 0 0 0 1 1 1 1]
4709,hodgkin lymphoma,"Hodgkin and non-Hodgkin lymphoma of the head and neck: clinical, pathologic, and imaging evaluation",[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4710,,"Ptosis: causes, presentation, and management",[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
4711,,EAACI guidelines: Anaphylaxis (2021 update),[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4712,idiopathic pulmonary fibrosis,Pathogenesis of idiopathic pulmonary fibrosis,[0 0 1 1 1],[0 0 0 1 1 1 1 1 1 1]
4713,,"Impurity profiling of liothyronine sodium by means of reversed phase HPLC, high resolution mass spectrometry, on-line H/D exchange and UV/Vis absorption",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
4714,,Diagnosis and management of group A streptococcal pharyngitis: a practice guideline,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4715,,Essentials of exercise physiology,[0 0 0 0],[0 0 0 0 0]
4716,,Escherichia coli O157,[0 0 0],[0 0 0 0 0 0 0 0]
4717,,The history of cardiopulmonary resuscitation,[0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
4718,,The neuroscience of mindfulness meditation,[0 0 0 0 0],[0 0 0 0 0 0]
4719,itch,Neuropathic itch,[0 1],[0 0 0 1 1]
4720,neuroblastoma,Revised neuroblastoma risk classification system: a report from the Children's Oncology Group,[0 1 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
4721,,Circadian rhythm abnormalities,[0 0 0],[0 0 0 0]
4722,acute lymphoblastic leukaemia,A systematic literature review of the clinical and epidemiological burden of acute lymphoblastic leukaemia (ALL),[0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0]
